"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"8012011","","February 18, 2025 at 1:42 PM","Burlington","351 Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU003346","Burlington PD","11","0.681","None/Other","Day","Flynn Ave","None","None","","VT0040100","Not at a Junction","","351 Shelburne St","","0070","44.45563191732639,-73.20854730971618"
"8012573","","February 18, 2025 at 1:45 PM","Burlington","Barrett St","BARRETT ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU007199","Burlington PD","2","0.139","None/Other","Day","Colchester Ave","None","None","","VT0040100","Four-way Intersection","","Barrett St","","U5004","44.48792246170748,-73.18666498716485"
"8015416","","February 18, 2025 at 3:38 PM","Burlington","Lake St","LAKE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU003358","Burlington PD","5","999.99","None/Other","Day","College St","None","None","","VT0040100","Four-way Intersection","","Lake St","","0000","44.477005848473134,-73.21977797619766"
"8013387","","February 18, 2025 at 6:57 PM","Burlington","N Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU003371","Burlington PD","11","1.222","None/Other","Night","Pearl St","None","None","","VT0040100","Not at a Junction","","N Winooski Ave","","9993","44.48079549164315,-73.2112287538485"
"8014944","","February 19, 2025 at 6:32 AM","Burlington","Colchester Ave","COLCHESTER AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003383","Burlington PD","2","0.524","None/Other","Day","Thibault Pkwy","None","None","","VT0040100","Not at a Junction","","Colchester Ave","","U5014","44.48284444851443,-73.19124973814253"
"8013967","","February 19, 2025 at 7:08 AM","Burlington","184 North Ave","NORTH AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003384","Burlington PD","2","0.378","None/Other","Day","Crowley St","None","None","","VT0040100","Not at a Junction","","184 North Ave","","U5026","44.486614379759004,-73.22406549684236"
"8011720","","February 19, 2025 at 7:52 AM","Burlington","125 College St","COLLEGE ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003386","Burlington PD","2","0.193","None/Other","Day","Saint Paul St","None","None","","VT0040100","Not at a Junction","","125 College St","","0000","44.477008440409335,-73.2149506777271"
"8011950","","February 19, 2025 at 10:44 AM","Burlington","University Pl","UNIVERSITY PL","Property Damage Only","","","Street or Town Highways in FA Urban Area","25UV001473","UVM Police","5","999.99","None/Other","Day","University Place Extention","None","Heavy Truck","","VT0041100","T - Intersection","","University Pl","","0000","44.47699898433494,-73.19915145355377"
"8013735","","February 19, 2025 at 11:35 AM","Burlington","Flynn Ave","TOWN ROAD 0201","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU003399","Burlington PD","5","999.99","None/Other","Day","Champlain Pkwy","None","None","","VT0040100","Four-way Intersection","","Flynn Ave","","T0201","44.455584341181634,-73.2173536208447"
"8012254","","February 20, 2025 at 6:28 AM","Burlington","Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU003448","Burlington PD","11","0.323","None/Other","Day","Farrell St","None","None","","VT0040100","Four-way Intersection","","Shelburne St","","0070","44.45056103337491,-73.2090116228943"
"8014274","","February 20, 2025 at 6:58 AM","Burlington","Saint Paul St","ST. PAUL ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003451","Burlington PD","2","0.208","None/Other","Day","Marble Ave","None","None","","VT0040100","Not at a Junction","","Saint Paul St","","U5046","44.46981328926904,-73.21203506883096"
"8010882","","February 20, 2025 at 11:00 PM","Burlington","57 North Ave","NORTH AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003759","Burlington PD","2","0.195","None/Other","","IN FRONT OF 57 NORTH AVE","None","None","","VT0040100","Not at a Junction","","57 North Ave","","U5026","44.48448000146035,-73.22237426587834"
"8015641","","February 21, 2025 at 8:51 AM","Burlington","College St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU003535","Burlington PD","11","2.214","None/Other","Day","S Willard St","None","None","","VT0040100","Four-way Intersection","","College St","","0070","44.47752385814741,-73.2055635956906"
"8013940","","February 21, 2025 at 3:21 PM","Burlington","66 North Ave","NORTH AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003559","Burlington PD","2","0.139","None/Other","Day","North St","None","None","","VT0040100","Not at a Junction","","66 North Ave","","U5026","44.4837733137887,-73.22181870709993"
"8011695","","February 21, 2025 at 7:17 PM","Burlington","N Willard St","TOWN ROAD 0109","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Street or Town Highways in FA Urban Area","25BU003574","Burlington PD","5","999.99","None/Other","Night","Archibald St","None","None","","VT0040100","Four-way Intersection","None","N Willard St","Dry","T0109","44.48807096724626,-73.20603476893766"
"8012317","","February 22, 2025 at 8:30 PM","Burlington","89 N Prospect St","N. PROSPECT ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003637","Burlington PD","2","0.17","None/Other","Night","Loomis St","None","None","","VT0040100","Not at a Junction","","89 N Prospect St","","U5054","44.48317672659811,-73.20119393509681"
"8011878","","February 24, 2025 at 11:35 AM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU003758","Burlington PD","11","0.221","None/Other","Day","S Prospect St","None","None","","VT0040100","Not at a Junction","","Main St","","0020","44.47634728785432,-73.20096912954844"
"8015615","","February 24, 2025 at 5:19 PM","Burlington","College St","COLLEGE ST.","Injury","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003792","Burlington PD","2","0.792","None/Other","Night","S Williams St","None","None","","VT0040100","Four-way Intersection","None","College St","Dry","U5068","44.477617486684224,-73.20313449677681"
"8010675","","February 24, 2025 at 5:51 PM","Burlington","1372 North Ave","NORTH AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003794","Burlington PD","2","2.697","None/Other","Night","Woodbury Rd","None","None","","VT0040100","T - Intersection","","1372 North Ave","","0000","44.51169632120289,-73.25129979228868"
"8014416","","February 25, 2025 at 7:20 AM","Burlington","Colchester Ave","COLCHESTER AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003840","Burlington PD","2","0.211","None/Other","Day","111 Colchester Ave","None","None","","VT0040100","Not at a Junction","","Colchester Ave","","0000","44.48072150261631,-73.19649308220555"
"8013085","","February 25, 2025 at 3:35 PM","Burlington","48 Colchester Ave","COLCHESTER AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003868","Burlington PD","2","0.127","None/Other","Day","Mansfield Ave","None","None","","VT0040100","Not at a Junction","","48 Colchester Ave","","U5014","44.48065349689281,-73.1981130337507"
"8013186","","February 26, 2025 at 9:16 AM","Burlington","140 Riverside Ave","US-7","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Cloudy","State Highway numbered route, Class 1 TH","25BU003912","Burlington PD","11","3.905","None/Other","Day","Barrett St","None","None","","VT0040100","Not at a Junction","None","140 Riverside Ave","Wet","0070","44.48588995221631,-73.18929715616183"
"8015427","","February 26, 2025 at 2:03 PM","Burlington","390 S Prospect St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV001653","UVM Police","9","999.99","None/Other","Day","","None","None","","VT0041100","Parking Lot","","390 S Prospect St","","0000","44.471602912871184,-73.19708867031791"
"8012438","","February 26, 2025 at 2:05 PM","Burlington","486 S Prospect St Davis Hall Parking Lot","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV001654","UVM Police","9","999.99","None/Other","Day","South Prospect Street","None","None","","VT0041100","Parking Lot","","486 S Prospect St Davis Hall Parking Lot","","0000","44.46635523250457,-73.19872277591429"
"8011541","","February 26, 2025 at 11:00 PM","Burlington","131 Catamount Way","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV001698","UVM Police","9","999.99","None/Other","","Gutterson Lot","None","None","","VT0041100","Parking Lot","","131 Catamount Way","","0000","44.46937882404998,-73.19285198441197"
"8013369","","February 27, 2025 at 9:30 AM","Burlington","North St","NORTH ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU003992","Burlington PD","2","0.413","None/Other","Day","North St","None","None","","VT0040100","Five-point or more","","North St","","U5032","44.484747465578565,-73.21403293431013"
"8012862","","February 28, 2025 at 7:21 AM","Burlington","30 Hyde St","HYDE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU004053","Burlington PD","5","999.99","None/Other","Day","Hyde St","None","None","","VT0040100","Not at a Junction","","30 Hyde St","","0000","44.485646299172494,-73.20810492574785"
"8012472","","February 28, 2025 at 8:47 AM","Burlington","Battery St","BATTERY ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004059","Burlington PD","2","0.153","None/Other","Day","King St","None","None","","VT0040100","Four-way Intersection","","Battery St","","U5008","44.47456491112034,-73.21859687577826"
"8014303","","February 28, 2025 at 2:45 PM","Burlington","595 Shelburne St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004170","Burlington PD","9","999.99","None/Other","Day","Market 32 Parking Lot","None","None","","VT0040100","Parking Lot","","595 Shelburne St","","0000","44.44925769489855,-73.21015268243058"
"8011887","","March 2, 2025 at 12:23 AM","Burlington","51-103 Buell St","BUELL ST","Injury","Rear End","Freezing Precipitation","Street or Town Highways in FA Urban Area","25BU004192","Burlington PD","5","999.99","None/Other","Night","S Union St","Alcohol","None","","VT0040100","Four-way Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","51-103 Buell St","Ice","0000","44.47910624477652,-73.20914453735669"
"8014071","","March 2, 2025 at 8:03 PM","Burlington","1093 North Ave","NORTH AVE.","Injury","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004244","Burlington PD","2","2.144","None/Other","Night","Leddy Park Rd","None","None","","VT0040100","T - Intersection","None","1093 North Ave","Dry","U5026","44.50622526902235,-73.24389722988546"
"8014835","","March 3, 2025 at 9:42 AM","Burlington","30 University Hts","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV001783","UVM Police","9","999.99","None/Other","Day","","None","None","","VT0041100","Unknown","","30 University Hts","","0000","44.472334614561376,-73.19516184213583"
"8015065","","March 3, 2025 at 1:02 PM","Burlington","595 Shelburne St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004292","Burlington PD","9","999.99","None/Other","Day","Market 32 Parking Log","None","None","","VT0040100","Parking Lot","","595 Shelburne St","","0000","44.44887771278479,-73.21047472639619"
"8015412","","March 3, 2025 at 1:45 PM","Burlington","Pearl St","PEARL ST.","Property Damage Only","Rear End","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004300","Burlington PD","2","0.783","None/Other","Day","Pearl St","None","None","","VT0040100","Not at a Junction","None","Pearl St","Wet","U5038","44.48070576997562,-73.20379283926742"
"8015231","","March 3, 2025 at 7:08 PM","Burlington","Cedar St","CEDAR ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU004319","Burlington PD","5","999.99","None/Other","Night","Lafountain St","None","None","","VT0040100","Not at a Junction","","Cedar St","","0000","44.48583286300363,-73.21571283697894"
"8013627","","March 4, 2025 at 7:00 AM","Burlington","207 1/2 S Union St","S UNION ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004382","Burlington PD","2","0.666","None/Other","Day","S Union St","None","None","","VT0040100","Not at a Junction","","207 1/2 S Union St","","U5052","44.47451729514763,-73.20885722882056"
"8013353","","March 4, 2025 at 1:10 PM","Burlington","King St","KING ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU004360","Burlington PD","5","999.99","None/Other","Day","Pine St","None","None","","VT0040100","Not at a Junction","","King St","","0000","44.47471353373013,-73.21507415067065"
"8011387","","March 4, 2025 at 1:16 PM","Burlington","235 College St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004361","Burlington PD","9","999.99","None/Other","Day","235 College St","None","None","","VT0040100","Parking Lot","","235 College St","","0000","44.47707714608996,-73.20982384934014"
"8013003","","March 5, 2025 at 2:59 PM","Burlington","1397 North Ave","NORTH AVE.","Property Damage Only","Left Turn and Thru, Broadside v<--","Freezing Precipitation","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004434","Burlington PD","2","2.761","None/Other","Day","Staniford Rd","None","Heavy Truck","","VT0040100","T - Intersection","None","1397 North Ave","Water (standing / moving)","U5026","44.51232782851805,-73.25214805098574"
"8013748","","March 5, 2025 at 11:00 PM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004484","Burlington PD","9","999.99","None/Other","","Parking Garage","None","None","","VT0040100","Parking Lot","","111 Colchester Ave","","0000","44.4786228255795,-73.1925968495385"
"8011733","","March 6, 2025 at 9:52 AM","Burlington","S Union St","S UNION ST.","Injury","Other - Explain in Narrative","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004486","Burlington PD","2","0.989","None/Other","Day","S Union St","None","Pedestrian","","VT0040100","Four-way Intersection","None","S Union St","Dry","U5052","44.479119972435456,-73.20918564612072"
"8011962","","March 6, 2025 at 6:29 PM","Burlington","S Willard St","MAPLE ST. BURLINGTON","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004532","Burlington PD","2","0.642","None/Other","Night","Maple St","None","None","","VT0040100","Four-way Intersection","","S Willard St","","U5066","44.47394713634546,-73.20529625927988"
"8010712","","March 8, 2025 at 4:38 PM","Burlington","Main St","US-2","Injury","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, Class 1 TH","25BU004667","Burlington PD","11","0.748","None/Other","Day","East Ave","None","None","","VT0040100","Four-way Intersection","None","Main St","Dry","0020","44.47310155627042,-73.1914429873388"
"8014101","","March 9, 2025 at 10:05 PM","Burlington","Shelburne St","US-7","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","State Highway numbered route, Class 1 TH","25BU004744","Burlington PD","11","0.648","None/Other","Night","Flynn Ave","None","None","","VT0040100","Four-way Intersection","None","Shelburne St","Dry","0070","44.4551649162075,-73.20859927177861"
"8013355","","March 10, 2025 at 10:09 AM","Burlington","Main St","US-2","Injury","No Turns, Thru moves only, Broadside ^<","Cloudy","State Highway numbered route, Class 1 TH","25BU004760","Burlington PD","11","0.747","None/Other","Day","East Ave","None","None","","VT0040100","Four-way Intersection","None","Main St","Wet","0020","44.47310951043896,-73.19146026096521"
"8015188","","March 10, 2025 at 10:33 AM","Burlington","82 S Winooski Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004762","Burlington PD","9","999.99","None/Other","Day","City Market Parking Lot","None","Heavy Truck","","VT0040100","Parking Lot","","82 S Winooski Ave","","0000","44.47793876346497,-73.21019881498162"
"8015535","","March 10, 2025 at 1:20 PM","Burlington","3 Cathedral Sq","Unknown","Property Damage Only","Single Vehicle Crash","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004775","Burlington PD","9","999.99","None/Other","Day","3 Cathedral Sq","None","Heavy Truck","","VT0040100","Parking Lot","None","3 Cathedral Sq","Dry","0000","44.47950200584793,-73.21782261017374"
"8012194","","March 10, 2025 at 5:26 PM","Burlington","Home Ave","HOME AVE","Injury","Rear End","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004798","Burlington PD","9","999.99","None/Other","Day","Wells St","None","None","","VT0040100","Other - Explain in Narrative","None","Home Ave","Dry","0000","44.45086019700277,-73.21150386694524"
"8012730","","March 11, 2025 at 1:27 PM","Burlington","George St","GEORGE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU004841","Burlington PD","5","999.99","None/Other","Day","Monroe St","None","None","","VT0040100","T - Intersection","","George St","","0000","44.481480217462696,-73.21521965472246"
"8010715","","March 11, 2025 at 8:50 PM","Burlington","Elmwood Ave","ELMWOOD AVE","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU004884","Burlington PD","5","999.99","None/Other","Night","Grant St","None","None","","VT0040100","T - Intersection","","Elmwood Ave","","0000","44.482281780365135,-73.2136832685933"
"8011467","","March 12, 2025 at 8:25 AM","Burlington","Carrigan Dr","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004931","Burlington PD","9","999.99","None/Other","Day","Beaumont Ave","None","None","","VT0040100","Other - Explain in Narrative","","Carrigan Dr","","0000","44.47566152848674,-73.19267494207524"
"8012147","","March 12, 2025 at 11:41 AM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU004928","Burlington PD","9","999.99","None/Other","Day","1st Level Of Parking Garage","None","None","","VT0040100","Parking Lot","","111 Colchester Ave","","0000","44.48085855672775,-73.19492365794208"
"8014247","","March 13, 2025 at 12:01 PM","Burlington","817 North Ave","NORTH AVE.","Injury","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU004996","Burlington PD","2","1.6","None/Other","Day","RT 127 Exit","None","None","","VT0040100","Four-way Intersection","None","817 North Ave","Dry","U5026","44.500784919092986,-73.23651357636814"
"8012971","","March 14, 2025 at 12:44 AM","Burlington","101-103 S Prospect St","S PROSPECT ST","Property Damage Only","Right Turn and Thru, Angle Broadside -->^--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25UV002019","UVM Police","2","0.091","None/Other","Night","College St// South Prospect","Alcohol","None","","VT0041100","T - Intersection","Other - Explain in Narrative","101-103 S Prospect St","Dry","0000","44.47769408105563,-73.20059472314364"
"8011067","","March 14, 2025 at 5:44 AM","Burlington","Pearl St","US-7","Injury","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, Class 1 TH","25BU005054","Burlington PD","11","2.436","None/Other","Night","S Willard St","None","None","","VT0040100","Four-way Intersection","None","Pearl St","Dry","0070","44.48070130396897,-73.20571935952235"
"8013080","","March 14, 2025 at 2:07 PM","Burlington","85 S Prospect St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV002028","UVM Police","9","999.99","None/Other","Day","Parking Lot Waterman Bld. West Side.","None","None","","VT0041100","Parking Lot","None","85 S Prospect St","","0000","44.47864819254593,-73.20171024519408"
"8012456","","March 14, 2025 at 7:00 PM","Burlington","Beltline","VT ROUTE 127","Property Damage Only","Other - Explain in Narrative","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005125","Burlington PD","2","0.872","None/Other","Night","North Ave Exit","None","None","","VT0040100","Four-way Intersection","None","Beltline","Dry","0000","44.49814222310531,-73.22842896989646"
"8011188","","March 14, 2025 at 7:59 PM","Burlington","Pearl St","PEARL ST","Property Damage Only","Other - Explain in Narrative","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU005127","Burlington PD","9","999.99","None/Other","Night","S Union St","None","Heavy Truck","","VT0040100","Other - Explain in Narrative","None","Pearl St","Dry","0000","44.48051270746639,-73.20873418810602"
"8014057","","March 15, 2025 at 1:31 AM","Burlington","College St","COLLEGE ST.","Property Damage Only","Rear End","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005153","Burlington PD","2","0.254","None/Other","Night","Saint Paul St","Alcohol","None","","VT0040100","Not at a Junction","None","College St","Dry","U5068","44.47705660156333,-73.2137451844475"
"8012455","","March 15, 2025 at 12:35 PM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU005178","Burlington PD","9","999.99","None/Other","Day","ED Parking Lot","None","None","","VT0040100","Parking Lot","","111 Colchester Ave","","0000","44.478442744261834,-73.19557374826411"
"8010830","","March 16, 2025 at 12:00 AM","Burlington","253 Archibald St","TOWN ROAD 0109","Property Damage Only","Single Vehicle Crash","Clear","Street or Town Highways in FA Urban Area","25BU005228","Burlington PD","5","999.99","None/Other","Night","253 Archibald St","Alcohol","None","","VT0040100","Not at a Junction","None","253 Archibald St","Dry","T0109","44.48823884143551,-73.20362299960858"
"8012846","","March 16, 2025 at 2:35 PM","Burlington","Oak St","MANHATTAN DR.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005274","Burlington PD","2","0.32","None/Other","Day","Manhattan Dr","None","None","","VT0040100","T - Intersection","","Oak St","","U5056","44.49031881860315,-73.21386744310901"
"8010769","","March 17, 2025 at 2:27 PM","Burlington","Colchester Ave","COLCHESTER AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005346","Burlington PD","2","0.999","None/Other","Day","Barrett St","None","None","","VT0040100","Four-way Intersection","","Colchester Ave","","U5014","44.48791541254279,-73.18674124068808"
"8011581","","March 17, 2025 at 7:31 PM","Burlington","343 North St","NORTH ST.","Property Damage Only","Rear End","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005370","Burlington PD","2","0.73","None/Other","Night","School St","None","Heavy Truck","","VT0040100","Not at a Junction","None","343 North St","Dry","U5032","44.48490132654196,-73.2076760630554"
"8014865","","March 17, 2025 at 9:03 PM","Burlington","Battery St","BATTERY ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005372","Burlington PD","2","0.309","None/Other","Night","College St","None","None","","VT0040100","Four-way Intersection","","Battery St","","U5008","44.47684579049572,-73.21876467074065"
"8014741","","March 18, 2025 at 9:00 AM","Burlington","148 Howard St","HOWARD ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005397","Burlington PD","2","0.313","None/Other","Day","In Front Of 148 Howard St","None","None","","VT0040100","Not at a Junction","","148 Howard St","","U5064","44.46731456525686,-73.20882106942096"
"8012801","","March 18, 2025 at 3:30 PM","Burlington","308 Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU005413","Burlington PD","11","0.774","None/Other","Day","308 Shelburne Rd","None","None","","VT0040100","Not at a Junction","","308 Shelburne St","","0070","44.45694904701054,-73.20841966971933"
"8015273","","March 19, 2025 at 5:16 PM","Burlington","248 Redrock Dr","REDROCK DR","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU005508","Burlington PD","9","999.99","None/Other","Day","248 Redrock Dr","None","None","","VT0040100","Other - Explain in Narrative","","248 Redrock Dr","","0000","44.44785375250772,-73.22590246013158"
"8015046","","March 20, 2025 at 7:31 AM","Burlington","Beltline","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU005566","Burlington PD","9","999.99","None/Other","Day","Ethan Allen Bridge","None","None","","VT0040100","Other - Explain in Narrative","","Beltline","","0000","44.50149385198165,-73.23103177590677"
"8015379","","March 20, 2025 at 1:57 PM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU005601","Burlington PD","11","0.748","None/Other","Day","East Ave","None","None","","VT0040100","Four-way Intersection","","Main St","","0020","44.47310155627042,-73.1914429873388"
"8013948","","March 20, 2025 at 3:19 PM","Burlington","S Willard St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU005614","Burlington PD","11","2.421","None/Other","Day","Pearl St","None","None","","VT0040100","Four-way Intersection","","S Willard St","","0070","44.48048514954897,-73.20570936288826"
"8012906","","March 20, 2025 at 5:14 PM","Burlington","Manhattan Dr","MANHATTAN DR.","Property Damage Only","Left Turn and Thru, Head On ^v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005624","Burlington PD","2","0.311","None/Other","Day","Oak Street","None","None","","VT0040100","T - Intersection","None","Manhattan Dr","Dry","U5056","44.49033003542665,-73.21402132928563"
"8011355","","March 20, 2025 at 8:23 PM","Burlington","300 Pearl St","PEARL ST","Injury","No Turns, Thru moves only, Broadside ^<","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU005643","Burlington PD","9","999.99","None/Other","Night","Greene Street","None","None","","VT0040100","Parking Lot","Obstruction in roadway","300 Pearl St","Dry","0000","44.480602267864576,-73.20735254971778"
"8013093","","March 21, 2025 at 3:14 PM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU005692","Burlington PD","9","999.99","None/Other","Day","Parking Garage","None","None","","VT0040100","Parking Lot","","111 Colchester Ave","","0000","44.47868619836719,-73.19253475027008"
"8013903","","March 21, 2025 at 5:35 PM","Burlington","257 Pine St","PINE ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005705","Burlington PD","2","1.124","None/Other","Day","Pine St","None","None","","VT0040100","Other - Explain in Narrative","","257 Pine St","","U5040","44.47177083683465,-73.21529691109399"
"8015623","","March 21, 2025 at 7:21 PM","Burlington","180 Ethan Allen Pkwy","ETHAN ALLEN PARKWAY","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005714","Burlington PD","2","0.351","None/Other","Night","North Ave","None","None","","VT0040100","Not at a Junction","","180 Ethan Allen Pkwy","","U5072","44.50871489595833,-73.24139746957728"
"8015345","","March 22, 2025 at 1:18 AM","Burlington","266 College St","COLLEGE ST.","Property Damage Only","Opp Direction Sideswipe","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005746","Burlington PD","2","0.468","None/Other","Night","S Union St","Alcohol","None","","VT0040100","Not at a Junction","None","266 College St","Dry","U5068","44.47726118291423,-73.20952706618134"
"8012861","","March 22, 2025 at 3:21 PM","Burlington","48 Plattsburg Ave","PLATTSBURG AVE.","Property Damage Only","Rear End","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005768","Burlington PD","2","0.094","None/Other","Day","Barley Rd","None","None","","VT0040100","T - Intersection","None","48 Plattsburg Ave","Dry","U5042","44.5171552686024,-73.25705528990923"
"8013400","","March 23, 2025 at 11:21 AM","Burlington","College St","COLLEGE ST.","Injury","Other - Explain in Narrative","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005812","Burlington PD","2","0.395","None/Other","Day","S Winooski Ave","None","Pedestrian","","VT0040100","Four-way Intersection","None","College St","Dry","U5068","44.47716283073946,-73.21095875820562"
"8014834","","March 23, 2025 at 4:00 PM","Burlington","178 Main St","MAIN ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005825","Burlington PD","2","0.36","None/Other","Day","Church St","None","None","","VT0040100","Not at a Junction","","178 Main St","","U5022","44.47596146291576,-73.21207017502516"
"8013047","","March 23, 2025 at 9:20 PM","Burlington","Pearl St","PEARL ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005835","Burlington PD","2","0.159","None/Other","Night","Pine St","None","None","","VT0040100","T - Intersection","","Pearl St","","U5038","44.480346670927894,-73.21589773553642"
