"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"8148479","","February 25, 2026 at 6:50 AM","Burlington","438 S Prospect","Unknown","Property Damage Only","Rear End","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26UV001446","UVM Police","9","999.99","None/Other","Day","Simpson Loading Dock","None","Heavy Truck","","VT0041100","Parking Lot","None","438 S Prospect","Dry","0000","44.46805423174795,-73.19756169904441"
"8046297","","February 25, 2026 at 7:34 AM","Burlington","Colchester Ave","COLCHESTER AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU003638","Burlington PD","2","0.162","None/Other","Day","Mansfield Ave","None","None","","VT0040100","Not at a Junction","","Colchester Ave","","0000","44.48068119157135,-73.19743792662447"
"8149071","","February 26, 2026 at 12:06 PM","Burlington","49 Ave C","AVENUE C","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26BU003702","Burlington PD","9","999.99","None/Other","Day","49 Ave C","None","None","","VT0040100","Other - Explain in Narrative","","49 Ave C","","0000","44.50813092023497,-73.24426935354401"
"8049983","","February 27, 2026 at 10:22 AM","Burlington","76 Ethan Allen Pkwy","ETHAN ALLEN PKWY","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU003768","Burlington PD","2","0.146","None/Other","Day","North Ave","None","None","","VT0040100","Y - Intersection","","76 Ethan Allen Pkwy","","0000","44.505819943856395,-73.24091328095656"
"8046898","","February 27, 2026 at 11:16 AM","Burlington","Ethan Allen Pkwy","ETHAN ALLEN PKWY","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU003773","Burlington PD","2","0.016","None/Other","Day","North Ave","None","None","","VT0040100","Y - Intersection","","Ethan Allen Pkwy","","0000","44.50398505993592,-73.24059537347547"
"8149025","","February 27, 2026 at 3:31 PM","Burlington","86 Fern St","FERN ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU003786","Burlington PD","5","999.99","None/Other","Day","Shore Rd","None","None","","VT0040100","Not at a Junction","","86 Fern St","","0000","44.50853753556203,-73.25226041978154"
"8051767","","February 27, 2026 at 3:53 PM","Burlington","Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","26BU003791","Burlington PD","11","1.11","None/Other","Day","Adams Ct","None","None","","VT0040100","T - Intersection","","Shelburne St","","0070","44.461708765028185,-73.20798155585175"
"8046864","","February 28, 2026 at 2:30 AM","Burlington","412 Saint Paul St","SAINT PAUL ST","Property Damage Only","Rear End","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU003825","Burlington PD","2","0.064","None/Other","Night","Howard St","None","None","","VT0040100","Not at a Junction","None","412 Saint Paul St","Dry","0000","44.46807141454172,-73.21042225476151"
"8060721","","February 28, 2026 at 3:50 PM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","26BU003850","Burlington PD","11","0.455","None/Other","Day","University Ter","None","None","","VT0040100","T - Intersection","","Main St","","0020","44.47539412822338,-73.19653749415109"
"8057984","","February 28, 2026 at 9:19 PM","Burlington","103 Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","26BU003866","Burlington PD","11","1.172","None/Other","Night","Parking Lot","None","None","","VT0040100","Not at a Junction","","103 Shelburne St","","0070","44.46258639164069,-73.20788862017176"
"8150732","","March 1, 2026 at 8:08 AM","Burlington","185 Davis Rd","Unknown","Property Damage Only","Opp Direction Sideswipe","Freezing Precipitation","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26UV001548","UVM Police","9","999.99","None/Other","Day","Redstone Lofts","None","None","","VT0041100","Parking Lot","","185 Davis Rd","","0000","44.468154568799235,-73.19586627697034"
"8150939","","March 1, 2026 at 12:22 PM","Burlington","129 Saint Paul St","SAINT PAUL ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU003891","Burlington PD","5","999.99","None/Other","Day","Main St","None","None","","VT0040100","Not at a Junction","","129 Saint Paul St","","0000","44.47633084145597,-73.21405065178239"
"8059872","","March 2, 2026 at 9:07 PM","Burlington","East Ave","EAST AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU003966","Burlington PD","2","0.661","None/Other","Night","Colchester Ave","None","None","","VT0040100","T - Intersection","","East Ave","","0000","44.48209042141706,-73.19262460749874"
"8050035","","March 3, 2026 at 12:16 PM","Burlington","Pearl St","PEARL ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU003987","Burlington PD","2","0.687","None/Other","Day","N Winooski Ave","None","None","","VT0040100","Four-way Intersection","","Pearl St","","0000","44.48065503377151,-73.20577539324042"
"8052660","","March 3, 2026 at 12:25 PM","Burlington","116 Maple St","MAPLE ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004019","Burlington PD","2","0.179","None/Other","Day","Maple St","None","None","","VT0040100","Not at a Junction","","116 Maple St","","0000","44.47360941876483,-73.21482343482673"
"8046700","","March 3, 2026 at 1:46 PM","Burlington","730 Shelburne Rd","I-189","Property Damage Only","Same Direction Sideswipe","Clear","Ramp or Spur","26SB002581","So. Burlington PD.","7","0.01","None/Other","Day","Swift Rd","None","None","","VT0040300","On Ramp","None","730 Shelburne Rd","Dry","1890","44.446241370577376,-73.20931243348127"
"8152864","","March 4, 2026 at 1:56 PM","Burlington","Starr Farm Rd","STARR FARM RD","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Street or Town Highways in FA Urban Area","26BU004055","Burlington PD","5","999.99","None/Other","Day","North Ave","None","Heavy Truck","","VT0040100","T - Intersection","None","Starr Farm Rd","Dry","0000","44.51710705264112,-73.25874774384263"
"8052044","","March 4, 2026 at 3:35 PM","Burlington","College St","COLLEGE ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004059","Burlington PD","2","0.368","None/Other","Day","Center St","None","None","","VT0040100","T - Intersection","","College St","","0000","44.47713492103734,-73.21149123679459"
"8153028","","March 4, 2026 at 8:39 PM","Burlington","Cambrian Way","CAMBRIAN WAY","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26BU004076","Burlington PD","9","999.99","None/Other","Night","North Ave","None","None","","VT0040100","Other - Explain in Narrative","","Cambrian Way","","0000","44.49039415422618,-73.22733514335184"
"8154131","","March 5, 2026 at 4:41 PM","Burlington","S Williams  St","S WILLIAMS ST","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Freezing Precipitation","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26BU004124","Burlington PD","9","999.99","None/Other","Day","Main St","None","None","","VT0040100","Parking Lot","Road Surface Condition(wet, icy, snow, slush, etc)","S Williams  St","Snow","0000","44.47687561608576,-73.20312191271913"
"8057861","","March 6, 2026 at 2:52 PM","Burlington","S Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","26BU004175","Burlington PD","11","0.895","None/Other","Day","Main St","None","None","","VT0040100","Four-way Intersection","","S Winooski Ave","","9993","44.476039663845555,-73.21099943065121"
"8069315","","March 6, 2026 at 6:11 PM","Burlington","Pearl St","PEARL ST","Injury","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004186","Burlington PD","2","0.504","None/Other","Night","N Union St","None","None","","VT0040100","Four-way Intersection","None","Pearl St","Dry","0000","44.480559543671276,-73.2092751655695"
"8155279","","March 7, 2026 at 3:20 PM","Burlington","Lake St","LAKE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU004256","Burlington PD","5","999.99","None/Other","Day","College St","None","None","","VT0040100","Not at a Junction","","Lake St","","0000","44.477041685116575,-73.21980355564602"
"8090569","","March 7, 2026 at 11:17 PM","Burlington","Pearl St","PEARL ST","Property Damage Only","Same Direction Sideswipe","Rain","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004289","Burlington PD","2","0.412","None/Other","Night","N Winooski Ave","None","None","","VT0040100","Four-way Intersection","None","Pearl St","Wet","0000","44.48049271214685,-73.21103314237814"
"8068970","","March 9, 2026 at 2:10 PM","Burlington","114 North St","NORTH ST","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004383","Burlington PD","2","0.233","None/Other","Day","N Champlain St","None","None","","VT0040100","Four-way Intersection","None","114 North St","Dry","0000","44.48460645510752,-73.21766274945509"
"8157293","","March 10, 2026 at 11:43 AM","Burlington","53 S Crest Dr","Unknown","Property Damage Only","Other - Explain in Narrative","Clear","Private Property (Driveways)","26BU004444","Burlington PD","8","999.99","None/Other","Day","53 S Crest Dr","Alcohol","None","","VT0040100","Driveway","None","53 S Crest Dr","Dry","0000","44.449794706376956,-73.21639073300149"
"8157596","","March 10, 2026 at 7:42 PM","Burlington","Home Ave","HOME AVE","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU004499","Burlington PD","5","999.99","None/Other","Night","Shelburne St","None","None","","VT0040100","Not at a Junction","","Home Ave","","0000","44.45074788798246,-73.2093038384198"
"8157925","","March 11, 2026 at 8:14 AM","Burlington","Church St","CHURCH ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU004526","Burlington PD","5","999.99","None/Other","Day","King St","None","None","","VT0040100","Four-way Intersection","","Church St","","0000","44.47479309738919,-73.2124230721167"
"8159416","","March 13, 2026 at 9:34 AM","Burlington","Main St","TOWN ROAD 0001","Property Damage Only","Other - Explain in Narrative","","Street or Town Highways in FA Urban Area","26BU004669","Burlington PD","5","999.99","None/Other","Day","Battery St","None","None","","VT0040100","Not at a Junction","None","Main St","Dry","T0001","44.475723458125735,-73.21905833851497"
"8091709","","March 13, 2026 at 8:56 PM","Burlington","111-137 North St","NORTH ST","Property Damage Only","Rear End","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004707","Burlington PD","2","0.24","None/Other","Night","N Champlain St","None","None","","VT0040100","Not at a Junction","None","111-137 North St","Dry","0000","44.48460830220474,-73.2175214006453"
"8091554","","March 15, 2026 at 6:47 PM","Burlington","N Champlain St","N CHAMPLAIN ST","Property Damage Only","Rear End","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004842","Burlington PD","2","0.288","None/Other","Night","North St","None","None","","VT0040100","Four-way Intersection","None","N Champlain St","Dry","0000","44.48448908181383,-73.21771859109127"
"8062521","","March 16, 2026 at 9:33 AM","Burlington","336 Pearl St","PEARL ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004876","Burlington PD","2","0.724","None/Other","Day","336 Pearl St","None","None","","VT0040100","Not at a Junction","","336 Pearl St","","0000","44.48067547829753,-73.20501422602914"
"8068569","","March 16, 2026 at 10:14 AM","Burlington","140 East Ave","EAST AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004879","Burlington PD","2","0.397","None/Other","Day","140 East Ave","None","None","","VT0040100","Not at a Junction","","140 East Ave","","0000","44.478263026419505,-73.1916249203013"
"8161883","","March 16, 2026 at 9:58 PM","Burlington","Main St","MAIN ST","Injury","Single Vehicle Crash","Cloudy","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26BU004923","Burlington PD","9","999.99","None/Other","Night","University Pl","Alcohol","None","","VT0040100","Other - Explain in Narrative","Unknown","Main St","Wet","0000","44.4763441482553,-73.19880426313708"
"8069134","","March 17, 2026 at 2:13 PM","Burlington","College St","COLLEGE ST","Property Damage Only","Other - Explain in Narrative","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU004962","Burlington PD","2","0.234","None/Other","Day","Saint Paul St","None","Heavy Truck","","VT0040100","Four-way Intersection","None","College St","Dry","0000","44.47704513667713,-73.21414071303698"
"8069497","","March 17, 2026 at 5:30 PM","Burlington","Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","26BU004974","Burlington PD","11","0.322","None/Other","Day","Home Ave","None","None","","VT0040100","Four-way Intersection","","Shelburne St","","0070","44.450546907532846,-73.20901357016203"
"8162925","","March 17, 2026 at 8:19 PM","Burlington","50 Bilodeau Ct","BILODEAU CT","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU004983","Burlington PD","5","999.99","None/Other","Night","50 Bilodeau Ct","None","None","","VT0040100","Not at a Junction","","50 Bilodeau Ct","","0000","44.47862239761804,-73.18969322488914"
"8162912","","March 17, 2026 at 8:25 PM","Burlington","Elmwood Ave","ELMWOOD AVE","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU004984","Burlington PD","5","999.99","None/Other","Night","Pearl St","None","None","","VT0040100","T - Intersection","","Elmwood Ave","","0000","44.48046442137909,-73.21359826173162"
"8163225","","March 18, 2026 at 1:59 PM","Burlington","Cherry St","CHERRY ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU005018","Burlington PD","5","999.99","None/Other","Day","St Paul St","None","None","","VT0040100","Four-way Intersection","","Cherry St","","0000","44.479254264572525,-73.21427485619394"
"8163104","","March 18, 2026 at 2:21 PM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26BU005038","Burlington PD","9","999.99","None/Other","Day","2nd Floor Parking Garage","None","None","","VT0040100","Parking Lot","","111 Colchester Ave","","0000","44.47860899025191,-73.19270143140307"
"8069480","","March 18, 2026 at 4:10 PM","Burlington","172 College St","COLLEGE ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU005035","Burlington PD","2","0.292","None/Other","Day","172 College St","None","None","","VT0040100","Not at a Junction","","172 College St","","0000","44.47708509968447,-73.21299402601908"
"8082489","","March 19, 2026 at 3:37 PM","Burlington","North St","NORTH ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU005102","Burlington PD","2","0.627","None/Other","Day","N Union St","None","None","","VT0040100","Not at a Junction","","North St","","0000","44.484855104912874,-73.20968860202467"
"8163924","","March 20, 2026 at 1:17 PM","Burlington","85 S Prospect","Unknown","Property Damage Only","Opp Direction Sideswipe","Freezing Precipitation","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","26UV002018","UVM Police","9","999.99","None/Other","Day","Waterman Parking Lot","None","None","","VT0041100","Parking Lot","Road Surface Condition(wet, icy, snow, slush, etc)","85 S Prospect","Snow","0000","44.478720646238344,-73.2016356947976"
"8069705","","March 20, 2026 at 1:39 PM","Burlington","Park St","PARK ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU005167","Burlington PD","2","0.004","None/Other","Day","Pearl St","None","None","","VT0040100","T - Intersection","","Park St","","0000","44.48032718270212,-73.21902154785214"
"8076347","","March 20, 2026 at 1:59 PM","Burlington","Colchester Ave","COLCHESTER AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU005169","Burlington PD","2","0.947","None/Other","Day","Chase St","None","None","","VT0040100","Not at a Junction","","Colchester Ave","","0000","44.48720314983308,-73.18687967658425"
"8164384","","March 20, 2026 at 2:31 PM","Burlington","Intervale Rd","INTERVALE RD","Injury","Rear End","Freezing Precipitation","Street or Town Highways in FA Urban Area","26BU005171","Burlington PD","5","999.99","None/Other","Day","Riverside Ave","None","None","","VT0040100","Four-way Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","Intervale Rd","Snow","0000","44.489020087671385,-73.20243805098039"
"8078648","","March 20, 2026 at 2:46 PM","Burlington","Colchester Ave","COLCHESTER AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU005173","Burlington PD","2","0.899","None/Other","Day","Chase St","None","None","","VT0040100","T - Intersection","","Colchester Ave","","0000","44.48654566334615,-73.18700863410442"
"8069764","","March 20, 2026 at 3:00 PM","Burlington","Riverside Ave","US-7","Injury","Rear End","Freezing Precipitation","State Highway numbered route, Class 1 TH","26BU005174","Burlington PD","11","3.686","None/Other","Day","Hillside Ter","None","None","","VT0040100","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","Riverside Ave","Snow","0070","44.486814778522906,-73.19354120990268"
"8075685","","March 20, 2026 at 3:35 PM","Burlington","N Prospect St","N PROSPECT ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU005368","Burlington PD","2","0.564","None/Other","Day","Riverside Ave","None","None","","VT0040100","Four-way Intersection","","N Prospect St","","0000","44.48875504196997,-73.20235198127898"
"8070348","","March 21, 2026 at 1:53 PM","Burlington","Battery St","BATTERY ST","Injury","Same Direction Sideswipe","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","26BU005235","Burlington PD","2","0.402","None/Other","Day","College St","None","None","","VT0040100","Not at a Junction","None","Battery St","Dry","0000","44.47816424633722,-73.21886171554333"
"8077712","","March 22, 2026 at 3:10 AM","Burlington","Main St","US-2","Property Damage Only","Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","Rain","State Highway numbered route, Class 1 TH","26BU005280","Burlington PD","11","0.236","None/Other","Night","S Prospect St","None","None","","VT0040100","Four-way Intersection","None","Main St","Wet","0020","44.476363851313536,-73.20066201248227"
"8164532","","March 22, 2026 at 4:27 PM","Burlington","Cherry St","CHERRY ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU005303","Burlington PD","5","999.99","None/Other","Day","S Winooski Ave","None","None","","VT0040100","T - Intersection","","Cherry St","","0000","44.47937184175746,-73.21129721457906"
"8164360","","March 23, 2026 at 1:47 PM","Burlington","43 Elmwood Ave","ELMWOOD AVE","Property Damage Only","","","Street or Town Highways in FA Urban Area","26BU005381","Burlington PD","5","999.99","None/Other","Day","43 Elmwood Ave","None","None","","VT0040100","Not at a Junction","","43 Elmwood Ave","","0000","44.48168786156879,-73.21367602771616"
